PolicyID|Province|PostalCode|Gender|Age|TotalPremium|TotalClaims|VehicleType
2097|Limpopo|7002|Female|29|1895.88|0.0|Sedan
2098|Limpopo|4001|Female|35|1038.32|2500.0|Sedan
2099|EasternCape|7002|Male|61|801.67|2500.0|Hatchback
2100|WesternCape|2003|Male|47|783.11|0.0|Sedan
2101|Limpopo|6001|Male|64|1200.61|2500.0|Hatchback
2102|EasternCape|6001|Male|39|1211.44|0.0|SUV
2103|Gauteng|7001|Male|58|902.98|2500.0|Sedan
2104|Gauteng|2003|Female|26|1127.97|2482.59|SUV
2105|Limpopo|4001|Male|60|1197.07|0.0|Hatchback
2106|WesternCape|7001|Male|49|1035.03|2500.0|SUV
2107|EasternCape|6001|Male|20|862.61|0.0|Hatchback
2108|Gauteng|7002|Male|53|1312.14|0.0|Truck
2109|WesternCape|2001|Female|42|1261.19|0.0|Hatchback
2110|WesternCape|2002|Male|18|1162.32|0.0|SUV
2111|WesternCape|2001|Male|62|842.55|0.0|Hatchback
2112|EasternCape|7001|Male|45|779.98|0.0|SUV
2113|Limpopo|7001|Female|49|1018.79|0.0|Hatchback
2114|Limpopo|5002|Male|48|1298.69|0.0|SUV
2115|EasternCape|5002|Male|22|1346.72|0.0|Sedan
2116|WesternCape|2002|Female|35|1167.98|0.0|SUV
2117|Limpopo|6001|Female|54|905.27|2500.0|Truck
2118|KwaZuluNatal|4001|Male|35|846.89|0.0|SUV
2119|KwaZuluNatal|7001|Male|64|995.97|0.0|Sedan
2120|EasternCape|7002|Female|34|998.23|0.0|SUV
2121|EasternCape|7002|Male|41|1377.31|0.0|Hatchback
2122|Limpopo|2002|Male|41|899.96|2500.0|Truck
2123|KwaZuluNatal|5002|Female|18|915.28|0.0|Truck
2124|EasternCape|2001|Female|60|1972.6|0.0|Truck
2125|EasternCape|2001|Male|25|1614.55|0.0|Truck
2126|WesternCape|2003|Female|42|835.52|0.0|SUV
2127|WesternCape|2002|Female|65|1565.57|1763.55|SUV
2128|EasternCape|2001|Female|69|804.04|0.0|Hatchback
2129|Gauteng|7001|Female|29|908.29|0.0|Hatchback
2130|WesternCape|7001|Male|37|930.07|0.0|Truck
2131|EasternCape|2002|Male|47|981.8|0.0|SUV
2132|Limpopo|5002|Male|54|1180.17|629.64|SUV
2133|KwaZuluNatal|5002|Male|31|1026.39|0.0|Sedan
2134|WesternCape|5001|Female|46|1178.42|1434.34|Hatchback
2135|KwaZuluNatal|4001|Female|61|914.3|2500.0|Hatchback
2136|EasternCape|6001|Female|57|1100.7|0.0|SUV
2137|KwaZuluNatal|7001|Male|60|1019.41|0.0|SUV
2138|Gauteng|7002|Male|64|773.9|0.0|Hatchback
2139|KwaZuluNatal|2001|Male|62|1134.47|0.0|Truck
2140|KwaZuluNatal|5001|Female|44|1023.73|2444.61|Truck
2141|EasternCape|2001|Male|68|860.63|0.0|Truck
2142|Limpopo|4002|Female|43|910.0|0.0|Hatchback
2143|Limpopo|5001|Female|54|914.59|0.0|Hatchback
2144|EasternCape|2003|Male|67|945.33|2500.0|Hatchback
2145|WesternCape|4002|Female|20|1749.22|577.33|Truck
2146|KwaZuluNatal|7001|Female|66|2001.95|2500.0|Truck
2147|Gauteng|7001|Female|60|677.93|0.0|Truck
2148|Limpopo|4001|Male|69|1136.13|0.0|Sedan
2149|Limpopo|2003|Male|58|1309.41|0.0|SUV
2150|Limpopo|5001|Male|26|951.36|2500.0|SUV
2151|WesternCape|7001|Female|33|1298.07|0.0|Hatchback
2152|WesternCape|7002|Female|18|1679.19|0.0|Hatchback
2153|Limpopo|5002|Male|49|775.63|0.0|Truck
2154|KwaZuluNatal|2003|Male|40|1033.43|2500.0|Hatchback
2155|EasternCape|7002|Female|42|1894.03|0.0|Hatchback
2156|KwaZuluNatal|6001|Female|56|790.34|0.0|Sedan
2157|KwaZuluNatal|7001|Female|60|973.28|0.0|SUV
2158|EasternCape|2002|Female|21|905.65|0.0|Sedan
2159|Limpopo|2003|Female|65|1351.9|2500.0|SUV
2160|WesternCape|6001|Female|37|1417.47|347.44|SUV
2161|Limpopo|5001|Female|57|1040.92|2500.0|Truck
2162|WesternCape|5002|Male|48|1007.81|2500.0|SUV
2163|KwaZuluNatal|2003|Male|41|742.59|2500.0|SUV
2164|Limpopo|5002|Male|29|1539.42|0.0|Truck
2165|Limpopo|7001|Female|27|923.62|0.0|Sedan
2166|Limpopo|5001|Male|56|967.26|0.0|Hatchback
2167|WesternCape|5002|Female|34|1316.53|0.0|SUV
2168|Limpopo|2003|Female|29|1050.35|2500.0|Sedan
2169|Limpopo|6001|Male|18|1330.53|1464.21|Sedan
2170|Limpopo|4002|Male|61|1174.51|1340.62|Hatchback
2171|Gauteng|5001|Male|38|1052.02|0.0|Sedan
2172|EasternCape|5001|Female|36|1081.9|0.0|Sedan
2173|Limpopo|2002|Male|37|803.93|0.0|SUV
2174|EasternCape|5001|Male|49|965.8|0.0|Hatchback
2175|WesternCape|2003|Male|43|1366.54|1959.05|Sedan
2176|EasternCape|2003|Male|46|833.29|0.0|SUV
2177|Gauteng|2002|Female|32|860.42|2500.0|Sedan
2178|KwaZuluNatal|2002|Female|33|835.97|2315.61|Hatchback
2179|EasternCape|6001|Male|62|1038.56|0.0|Truck
2180|KwaZuluNatal|7001|Female|40|1527.95|0.0|Hatchback
2181|EasternCape|7001|Female|68|1155.44|0.0|SUV
2182|WesternCape|7002|Male|61|708.34|2162.12|Truck
2183|EasternCape|5001|Male|55|1190.31|0.0|SUV
2184|EasternCape|4001|Female|46|906.8|0.0|Hatchback
2185|EasternCape|4001|Female|61|1142.99|0.0|Hatchback
2186|WesternCape|5002|Male|20|965.68|0.0|Sedan
2187|WesternCape|7002|Male|43|838.7|0.0|Sedan
2188|WesternCape|5001|Female|55|983.21|418.72|Hatchback
2189|KwaZuluNatal|6001|Female|23|906.92|0.0|Truck
2190|KwaZuluNatal|4002|Male|27|1081.11|2500.0|Truck
2191|WesternCape|2001|Male|21|835.06|0.0|Truck
2192|KwaZuluNatal|2003|Female|43|803.69|2500.0|Hatchback
2193|WesternCape|4002|Male|46|1220.62|0.0|SUV
2194|WesternCape|7002|Male|42|1378.03|0.0|Hatchback
2195|EasternCape|2003|Female|20|1166.51|2500.0|Hatchback
2196|Limpopo|7001|Male|43|871.02|0.0|Sedan
2197|WesternCape|2001|Female|64|856.58|2500.0|Truck
2198|Limpopo|2003|Female|19|865.59|0.0|SUV
2199|KwaZuluNatal|5001|Male|58|1282.46|0.0|SUV
2200|Gauteng|2001|Male|32|843.82|2500.0|Hatchback
2201|WesternCape|5002|Female|21|1279.86|2500.0|Truck
2202|Gauteng|7001|Male|20|1186.17|0.0|Sedan
2203|Gauteng|5002|Female|18|1440.59|0.0|Sedan
2204|WesternCape|2003|Male|39|1356.99|0.0|SUV
2205|KwaZuluNatal|5002|Female|43|1153.94|0.0|Truck
2206|EasternCape|4001|Male|50|765.71|2500.0|Truck
2207|Gauteng|5002|Male|22|1176.83|0.0|Truck
2208|Limpopo|2001|Female|52|1028.7|0.0|SUV
2209|WesternCape|5001|Male|56|919.74|0.0|Sedan
2210|Gauteng|2003|Male|21|1505.78|0.0|Hatchback
2211|EasternCape|7001|Female|53|965.28|0.0|Hatchback
2212|EasternCape|2001|Female|24|891.14|523.2|Truck
2213|EasternCape|6001|Male|40|1385.17|0.0|Hatchback
2214|Gauteng|4002|Female|52|913.69|0.0|Hatchback
2215|Gauteng|6001|Male|63|882.53|2500.0|Hatchback
2216|WesternCape|4001|Male|45|803.4|2500.0|Hatchback
2217|KwaZuluNatal|2002|Male|40|844.54|0.0|SUV
2218|Limpopo|7001|Female|61|857.45|0.0|Sedan
2219|WesternCape|7002|Female|29|1180.62|1590.41|Truck
2220|Gauteng|2002|Male|28|817.03|0.0|SUV
2221|Limpopo|6001|Female|42|731.21|0.0|Hatchback
2222|Gauteng|6001|Male|24|1079.82|0.0|Hatchback
2223|Gauteng|4001|Male|19|873.44|0.0|Truck
2224|KwaZuluNatal|4001|Male|36|996.11|2500.0|Truck
2225|KwaZuluNatal|5001|Female|25|1463.43|0.0|SUV
2226|EasternCape|4002|Male|51|1017.54|885.29|Hatchback
2227|Limpopo|2001|Female|46|1589.54|422.39|Sedan
2228|Limpopo|4001|Male|43|983.97|2500.0|Sedan
2229|WesternCape|5001|Female|43|1331.9|0.0|Truck
2230|Limpopo|5002|Male|23|888.01|2500.0|Truck
2231|EasternCape|4001|Male|38|1026.7|2500.0|Hatchback
2232|Gauteng|5002|Female|21|828.53|2500.0|Hatchback
2233|Limpopo|4001|Female|36|845.41|0.0|Truck
2234|Gauteng|7001|Female|53|949.56|0.0|Sedan
2235|KwaZuluNatal|7002|Male|69|780.25|2500.0|SUV
2236|EasternCape|4002|Female|33|1040.13|0.0|Truck
2237|WesternCape|5002|Male|31|933.56|0.0|Truck
2238|WesternCape|2003|Female|52|1060.45|0.0|SUV
2239|KwaZuluNatal|2003|Female|65|781.92|0.0|Sedan
2240|Limpopo|4002|Female|33|1209.42|1554.81|Truck
2241|WesternCape|5001|Female|61|1707.69|382.8|Sedan
2242|EasternCape|7001|Male|34|1575.92|2500.0|Hatchback
2243|KwaZuluNatal|4002|Male|51|1853.64|0.0|Sedan
2244|Gauteng|2001|Female|28|1010.31|0.0|Sedan
2245|EasternCape|2003|Male|31|923.78|0.0|Sedan
2246|Limpopo|6001|Male|69|1135.94|0.0|Hatchback
2247|KwaZuluNatal|4001|Female|38|946.73|0.0|Sedan
2248|Gauteng|5002|Female|18|740.78|0.0|Sedan
2249|Gauteng|2003|Female|58|1253.96|0.0|Sedan
2250|KwaZuluNatal|2003|Female|24|947.52|0.0|SUV
2251|KwaZuluNatal|6001|Female|23|765.84|920.87|SUV
2252|KwaZuluNatal|6001|Male|61|894.86|1218.9|Sedan
2253|WesternCape|5002|Female|36|952.29|1613.24|Truck
2254|KwaZuluNatal|7001|Female|25|1002.85|0.0|Sedan
2255|WesternCape|5002|Female|68|1005.76|0.0|Sedan
2256|EasternCape|7002|Female|32|1509.48|0.0|Hatchback
2257|EasternCape|5002|Male|50|784.63|0.0|Truck
2258|EasternCape|5002|Female|31|965.1|2500.0|Hatchback
2259|Gauteng|7002|Female|48|836.06|1742.19|Truck
2260|Limpopo|7001|Male|54|1449.94|2500.0|Hatchback
2261|Gauteng|6001|Female|57|885.6|1077.05|SUV
2262|Limpopo|7002|Female|39|925.44|0.0|Hatchback
2263|Gauteng|7002|Male|50|1350.91|2013.97|SUV
2264|KwaZuluNatal|4002|Female|61|1485.66|0.0|Hatchback
2265|Gauteng|6001|Male|61|1567.81|0.0|Sedan
2266|Gauteng|2002|Male|56|749.25|2500.0|Hatchback
2267|EasternCape|6001|Female|38|1134.44|0.0|Hatchback
2268|EasternCape|7002|Female|45|1070.38|0.0|SUV
2269|Gauteng|2001|Male|68|987.89|0.0|Hatchback
2270|Limpopo|7001|Male|30|1016.3|2500.0|SUV
2271|WesternCape|7002|Female|54|1465.17|0.0|Sedan
2272|WesternCape|4002|Female|59|1345.92|0.0|SUV
2273|WesternCape|4001|Male|43|1285.13|0.0|SUV
2274|KwaZuluNatal|2002|Male|63|1052.87|2500.0|Sedan
2275|Gauteng|7002|Male|40|2162.15|0.0|Sedan
2276|KwaZuluNatal|2003|Male|61|914.53|158.2|Sedan
2277|WesternCape|2003|Male|51|751.7|0.0|Sedan
2278|Gauteng|5001|Male|20|941.15|1210.81|Truck
2279|WesternCape|5002|Female|60|1014.1|0.0|Sedan
2280|EasternCape|2002|Female|54|1474.26|2500.0|Sedan
2281|EasternCape|4002|Male|29|894.38|0.0|Sedan
2282|WesternCape|7002|Female|54|1137.11|0.0|Truck
2283|WesternCape|7001|Female|44|764.86|1175.84|SUV
2284|EasternCape|5001|Male|67|1365.34|2500.0|Sedan
2285|EasternCape|2003|Female|33|1016.74|0.0|Sedan
2286|Limpopo|5001|Male|31|938.03|0.0|SUV
2287|Limpopo|7002|Female|21|2037.21|0.0|Truck
2288|Limpopo|2001|Female|58|1360.07|0.0|SUV
2289|Limpopo|5001|Female|69|814.34|2500.0|SUV
2290|KwaZuluNatal|5002|Male|53|974.59|0.0|Hatchback
2291|WesternCape|4001|Female|37|2665.77|0.0|Truck
2292|WesternCape|5001|Male|63|1911.27|2500.0|Hatchback
2293|WesternCape|2002|Male|31|1295.93|2500.0|Truck
2294|EasternCape|7001|Female|54|732.06|0.0|Truck
2295|EasternCape|7001|Male|49|1489.58|0.0|Truck
2296|Limpopo|5001|Male|62|873.24|0.0|SUV
2297|Gauteng|7001|Female|68|1484.99|0.0|Hatchback
2298|KwaZuluNatal|5001|Female|36|859.27|0.0|SUV
2299|WesternCape|7001|Male|22|1136.34|1029.98|Hatchback
2300|Limpopo|4002|Male|26|872.41|0.0|Truck
2301|WesternCape|2003|Male|56|921.66|0.0|Truck
2302|Gauteng|4001|Female|36|1181.02|2500.0|Sedan
2303|KwaZuluNatal|2001|Male|25|781.29|2500.0|Truck
2304|Limpopo|5001|Female|60|2260.57|0.0|SUV
2305|Limpopo|2001|Male|51|815.97|2500.0|SUV
2306|Gauteng|6001|Male|24|808.84|2500.0|Truck
2307|WesternCape|5002|Male|55|1182.04|1836.27|Sedan
2308|Gauteng|4001|Female|51|1468.38|0.0|Truck
2309|WesternCape|6001|Male|69|929.39|2500.0|Sedan
2310|KwaZuluNatal|5002|Female|69|810.31|0.0|Sedan
2311|WesternCape|2002|Male|68|829.99|0.0|SUV
2312|Gauteng|5001|Female|64|815.61|0.0|Truck
2313|KwaZuluNatal|7001|Male|59|1081.24|0.0|Truck
2314|Gauteng|5002|Male|52|983.55|0.0|Sedan
2315|WesternCape|5002|Male|46|1116.44|0.0|Truck
2316|Gauteng|6001|Male|59|1097.89|0.0|SUV
2317|Gauteng|7002|Male|68|1255.93|0.0|Hatchback
2318|KwaZuluNatal|2002|Female|24|912.78|0.0|SUV
2319|Limpopo|2002|Female|25|856.86|0.0|Hatchback
2320|EasternCape|2002|Male|43|1039.33|0.0|Hatchback
2321|Gauteng|6001|Male|33|987.02|0.0|Sedan
2322|Gauteng|4001|Male|45|1065.56|0.0|Hatchback
2323|WesternCape|7001|Female|34|860.98|0.0|SUV
2324|EasternCape|7002|Male|58|1188.04|0.0|Sedan
2325|EasternCape|2002|Male|64|797.24|1063.35|Truck
2326|Limpopo|4001|Female|32|907.12|0.0|Hatchback
2327|WesternCape|7002|Male|58|1387.52|0.0|Truck
2328|Gauteng|5001|Male|23|802.89|0.0|Sedan
2329|Gauteng|2001|Male|59|1351.15|0.0|Hatchback
2330|Gauteng|6001|Male|54|771.74|0.0|Hatchback
2331|Gauteng|2001|Male|54|754.52|2500.0|SUV
2332|Limpopo|7002|Female|43|763.23|0.0|SUV
2333|WesternCape|7001|Female|23|1029.04|0.0|Sedan
2334|Limpopo|5001|Male|61|1219.69|607.08|SUV
2335|KwaZuluNatal|4002|Female|23|1468.72|2500.0|SUV
2336|KwaZuluNatal|2002|Male|43|1428.14|0.0|SUV
2337|KwaZuluNatal|7002|Male|27|1271.21|0.0|SUV
2338|Limpopo|4001|Male|62|842.84|90.08|SUV
2339|Gauteng|7002|Female|47|841.57|0.0|SUV
2340|Gauteng|2001|Male|44|1241.71|2500.0|Sedan
2341|KwaZuluNatal|2002|Female|34|1538.47|0.0|SUV
2342|WesternCape|4001|Female|58|815.46|1694.17|Truck
2343|KwaZuluNatal|2003|Male|28|1469.45|0.0|Hatchback
2344|EasternCape|4001|Male|55|726.38|0.0|Hatchback
2345|KwaZuluNatal|2002|Male|68|1105.44|0.0|SUV
2346|WesternCape|5001|Female|31|975.85|2500.0|Sedan
2347|WesternCape|2002|Male|53|953.88|0.0|Hatchback
2348|EasternCape|4002|Male|34|1007.58|0.0|Sedan
2349|WesternCape|5002|Female|66|839.66|0.0|Hatchback
2350|KwaZuluNatal|7001|Male|64|1122.75|0.0|Truck
2351|KwaZuluNatal|2002|Male|34|1014.83|0.0|Truck
2352|EasternCape|2001|Male|30|1301.1|2500.0|Hatchback
2353|EasternCape|7001|Male|22|1638.67|2301.81|Truck
2354|KwaZuluNatal|2002|Female|54|1031.65|0.0|Hatchback
2355|WesternCape|5002|Female|65|844.75|0.0|Hatchback
2356|WesternCape|6001|Male|25|802.09|0.0|Truck
2357|KwaZuluNatal|6001|Male|60|1708.11|2190.93|SUV
2358|WesternCape|6001|Male|57|1626.27|2500.0|SUV
2359|EasternCape|4001|Female|42|1281.22|0.0|Hatchback
2360|WesternCape|7001|Female|29|1014.63|0.0|SUV
2361|EasternCape|7002|Female|51|1252.34|0.0|Truck
2362|EasternCape|2003|Male|48|1474.93|0.0|Sedan
2363|Limpopo|5002|Male|60|876.08|0.0|Truck
2364|Gauteng|7002|Female|47|1007.22|0.0|Hatchback
2365|EasternCape|7001|Male|20|805.97|0.0|Hatchback
2366|Gauteng|4002|Male|28|970.19|0.0|Hatchback
2367|WesternCape|7001|Female|37|1610.33|2500.0|Truck
2368|Gauteng|7001|Male|43|1364.02|1258.83|Sedan
2369|Gauteng|2003|Male|36|1033.75|0.0|Hatchback
2370|Gauteng|2001|Female|63|679.48|0.0|Truck
2371|Gauteng|2001|Male|32|869.88|2500.0|Hatchback
2372|Limpopo|7002|Male|53|1025.35|0.0|Sedan
2373|Gauteng|6001|Female|36|951.4|0.0|Truck
2374|WesternCape|2003|Male|69|1007.94|2500.0|Sedan
2375|EasternCape|4002|Female|65|1062.67|0.0|Truck
2376|Limpopo|7001|Male|58|890.4|2500.0|Hatchback
2377|Limpopo|7001|Female|57|998.2|946.86|SUV
2378|Gauteng|2002|Male|51|965.69|2500.0|SUV
2379|Limpopo|4001|Female|48|862.31|0.0|Hatchback
2380|EasternCape|4002|Female|47|1811.08|0.0|Hatchback
2381|Gauteng|7001|Female|19|900.54|0.0|Sedan
2382|KwaZuluNatal|4001|Male|66|703.43|0.0|Sedan
2383|Limpopo|7002|Male|69|1766.1|604.15|Sedan
2384|WesternCape|2003|Female|45|840.74|0.0|Sedan
2385|Gauteng|4002|Female|63|1286.37|0.0|Hatchback
2386|Limpopo|4001|Male|38|865.85|0.0|Truck
2387|Limpopo|2001|Male|23|1162.86|0.0|Hatchback
2388|Limpopo|7002|Male|61|988.61|0.0|SUV
2389|Limpopo|7001|Female|44|1328.99|1105.58|Hatchback
2390|Limpopo|5001|Male|66|951.86|0.0|SUV
2391|KwaZuluNatal|7001|Female|29|869.96|0.0|SUV
2392|Gauteng|6001|Female|42|1066.7|0.0|SUV
2393|EasternCape|4002|Female|52|917.97|2500.0|SUV
2394|WesternCape|2002|Female|25|725.71|2500.0|Truck
2395|KwaZuluNatal|7002|Male|69|878.82|0.0|SUV
2396|EasternCape|5002|Female|49|2836.63|0.0|Hatchback
2397|Limpopo|2003|Male|26|734.11|0.0|Sedan
2398|WesternCape|5001|Male|56|1062.24|1967.32|Truck
2399|WesternCape|5001|Male|63|945.75|0.0|Sedan
2400|EasternCape|4002|Male|37|1803.89|1019.78|Sedan
2401|Gauteng|2001|Female|49|805.38|0.0|Hatchback
2402|KwaZuluNatal|7001|Female|56|1025.07|2500.0|Truck
2403|EasternCape|7001|Male|25|1203.76|0.0|Hatchback
2404|KwaZuluNatal|7001|Male|45|959.2|2500.0|SUV
2405|WesternCape|5002|Female|47|852.38|0.0|Hatchback
2406|Limpopo|2001|Female|33|994.71|2500.0|Truck
2407|WesternCape|4001|Female|33|932.21|2500.0|Truck
2408|EasternCape|6001|Male|50|931.65|0.0|Hatchback
2409|KwaZuluNatal|5002|Female|57|1299.17|2500.0|Hatchback
2410|Gauteng|4002|Male|38|1109.4|0.0|Hatchback
2411|KwaZuluNatal|6001|Male|25|1156.98|2500.0|SUV
2412|Gauteng|7002|Male|58|1087.67|0.0|SUV
2413|Limpopo|4002|Female|27|1311.51|0.0|Hatchback
2414|EasternCape|4001|Male|18|1474.82|0.0|Hatchback
2415|WesternCape|2001|Female|34|936.78|1813.75|SUV
2416|KwaZuluNatal|2001|Female|60|1254.03|0.0|SUV
2417|EasternCape|5002|Male|57|783.78|1511.48|SUV
2418|WesternCape|2002|Female|33|703.51|0.0|Sedan
2419|WesternCape|7001|Female|45|1796.68|0.0|Truck
2420|KwaZuluNatal|4002|Female|67|927.49|2136.68|Truck
2421|WesternCape|4001|Male|55|1065.42|2500.0|Truck
2422|EasternCape|4001|Female|57|791.78|0.0|Sedan
2423|Gauteng|6001|Female|22|786.54|0.0|SUV
2424|Limpopo|5001|Male|30|860.79|531.63|SUV
2425|WesternCape|6001|Female|23|1188.28|0.0|Hatchback
2426|KwaZuluNatal|4002|Male|68|893.4|2136.99|Truck
2427|Gauteng|6001|Female|35|927.01|0.0|Sedan
2428|WesternCape|4002|Male|43|855.89|2500.0|SUV
2429|EasternCape|4001|Male|46|1405.08|0.0|SUV
2430|WesternCape|5002|Female|45|1273.56|0.0|Hatchback
2431|Gauteng|5002|Male|20|899.16|1439.81|Truck
2432|KwaZuluNatal|2001|Male|65|1203.01|0.0|SUV
2433|Gauteng|6001|Female|37|945.27|1641.0|Sedan
2434|WesternCape|4002|Female|65|926.66|0.0|Hatchback
2435|KwaZuluNatal|5002|Female|57|988.25|0.0|Truck
2436|KwaZuluNatal|5001|Female|54|1188.4|2500.0|Sedan
2437|EasternCape|6001|Male|54|834.19|0.0|Sedan
2438|EasternCape|2003|Female|68|1140.72|672.69|Truck
2439|Limpopo|2002|Female|33|2390.33|0.0|Sedan
2440|Gauteng|2002|Female|35|1046.45|0.0|Truck
2441|WesternCape|2003|Female|52|1008.66|0.0|SUV
2442|Gauteng|2003|Female|30|980.3|0.0|SUV
2443|Gauteng|7002|Female|59|1132.93|0.0|SUV
2444|WesternCape|2002|Female|19|752.2|0.0|Truck
2445|KwaZuluNatal|2002|Male|64|1710.0|0.0|Truck
2446|Limpopo|4001|Female|36|1320.67|1710.29|Truck
2447|EasternCape|5001|Male|18|871.72|0.0|SUV
2448|EasternCape|2002|Male|49|1007.64|0.0|Hatchback
2449|EasternCape|4001|Female|32|886.3|0.0|Hatchback
2450|Gauteng|4002|Female|33|1078.67|0.0|Hatchback
2451|Limpopo|5001|Male|43|1015.0|560.0|Truck
2452|Limpopo|2002|Male|48|1058.81|932.17|Hatchback
2453|Gauteng|5001|Female|25|815.83|0.0|Sedan
2454|KwaZuluNatal|2001|Female|20|899.63|392.68|Sedan
2455|Limpopo|2003|Female|41|1395.6|0.0|SUV
2456|KwaZuluNatal|7001|Female|36|890.38|0.0|Sedan
2457|Limpopo|5002|Male|48|681.89|0.0|SUV
2458|Limpopo|2002|Male|56|965.43|0.0|Sedan
2459|KwaZuluNatal|5001|Male|49|2299.96|628.59|SUV
2460|Gauteng|6001|Female|23|1265.67|0.0|SUV
2461|WesternCape|6001|Female|69|881.74|2500.0|SUV
2462|WesternCape|7001|Male|55|988.04|1341.38|SUV
2463|KwaZuluNatal|2001|Female|20|1201.47|0.0|Hatchback
2464|KwaZuluNatal|2003|Female|57|739.45|2500.0|Sedan
2465|KwaZuluNatal|5001|Female|63|839.33|1008.21|SUV
2466|Gauteng|2002|Female|47|1108.0|2500.0|Sedan
2467|WesternCape|4002|Male|61|1641.23|343.69|Truck
2468|EasternCape|7001|Female|64|907.31|161.57|SUV
2469|Gauteng|5001|Male|68|1624.21|0.0|Truck
2470|WesternCape|4002|Female|67|854.39|0.0|SUV
2471|Limpopo|4001|Female|28|652.47|1505.43|Truck
2472|Gauteng|5001|Male|19|1225.0|2500.0|Truck
2473|KwaZuluNatal|6001|Female|51|1153.19|2500.0|Truck
2474|WesternCape|7001|Male|53|1222.15|680.59|Sedan
2475|Gauteng|4001|Male|47|1207.73|0.0|Truck
2476|KwaZuluNatal|4002|Female|30|1048.77|0.0|SUV
2477|KwaZuluNatal|5002|Male|67|942.47|0.0|Truck
2478|Gauteng|7002|Male|39|950.39|0.0|Sedan
2479|Gauteng|7001|Male|56|903.45|0.0|Hatchback
2480|Gauteng|5002|Male|50|914.58|0.0|Truck
2481|EasternCape|6001|Female|64|734.94|164.22|Hatchback
2482|Limpopo|4001|Male|55|793.04|2500.0|Truck
2483|Gauteng|2002|Male|51|962.64|0.0|Sedan
2484|WesternCape|2003|Male|61|704.27|0.0|Hatchback
2485|WesternCape|7002|Female|20|719.91|0.0|Hatchback
2486|WesternCape|5001|Female|54|927.31|0.0|Sedan
2487|WesternCape|4002|Male|48|970.36|0.0|Hatchback
2488|Gauteng|5002|Male|58|931.44|0.0|Sedan
2489|KwaZuluNatal|2001|Female|29|695.92|0.0|Sedan
2490|WesternCape|7002|Male|49|1615.26|0.0|Sedan
2491|WesternCape|5001|Female|32|768.97|0.0|Hatchback
2492|WesternCape|6001|Female|24|844.83|2500.0|SUV
2493|Limpopo|2002|Male|47|787.62|245.81|Hatchback
2494|EasternCape|5002|Female|19|1472.08|0.0|Sedan
2495|KwaZuluNatal|2001|Male|22|1115.08|0.0|Truck
2496|WesternCape|2002|Male|45|901.12|0.0|Sedan
2497|Limpopo|5002|Female|64|888.67|1320.85|SUV
2498|Limpopo|5001|Female|55|1045.51|2500.0|Hatchback
2499|Gauteng|6001|Female|18|789.34|0.0|Sedan
2500|Limpopo|4002|Male|23|1102.66|0.0|Truck
2501|EasternCape|4002|Male|40|887.8|0.0|Sedan
2502|Gauteng|4001|Female|40|1146.34|2500.0|Sedan
2503|EasternCape|4001|Female|20|1135.34|2500.0|Sedan
2504|Gauteng|4001|Male|31|880.14|2500.0|Sedan
2505|Gauteng|2003|Female|24|716.73|2500.0|Hatchback
2506|Gauteng|5002|Male|47|944.94|0.0|Sedan
2507|KwaZuluNatal|7001|Male|52|767.63|2500.0|Sedan
2508|EasternCape|4002|Male|38|1019.32|0.0|Sedan
2509|KwaZuluNatal|4002|Female|47|942.93|0.0|Sedan
2510|Gauteng|4001|Female|28|881.09|880.28|Sedan
2511|Gauteng|4002|Male|62|783.85|0.0|Hatchback
2512|Limpopo|2001|Male|18|1415.29|1032.8|Truck
2513|Limpopo|7001|Male|44|904.68|0.0|Sedan
2514|EasternCape|7002|Male|34|2241.68|1401.94|Truck
2515|Gauteng|7001|Male|41|1008.47|0.0|SUV
2516|Limpopo|6001|Female|44|1093.94|2500.0|Sedan
2517|EasternCape|5002|Male|51|1009.52|0.0|Sedan
2518|KwaZuluNatal|5001|Male|66|1090.98|0.0|Sedan
2519|Gauteng|7001|Female|47|1370.53|2500.0|Truck
2520|Limpopo|2001|Female|29|1375.88|0.0|Sedan
2521|KwaZuluNatal|5001|Male|45|738.59|0.0|SUV
2522|Gauteng|5002|Male|44|1268.32|1785.89|Sedan
2523|WesternCape|7002|Female|62|1139.02|2500.0|Hatchback
2524|KwaZuluNatal|5002|Male|47|1008.71|0.0|Truck
2525|Gauteng|6001|Female|63|1717.66|0.0|Truck
2526|WesternCape|4001|Male|51|1744.96|2500.0|SUV
2527|KwaZuluNatal|2003|Female|47|1288.3|0.0|Hatchback
2528|Limpopo|2001|Male|35|888.69|0.0|Hatchback
2529|Gauteng|5001|Female|31|795.58|0.0|Hatchback
2530|KwaZuluNatal|4001|Male|23|1228.98|0.0|Sedan
2531|Limpopo|2002|Male|46|1504.32|2500.0|SUV
2532|Limpopo|2001|Female|65|718.42|0.0|Sedan
2533|Limpopo|6001|Female|18|1367.58|0.0|Truck
2534|Gauteng|7001|Female|67|943.28|0.0|Sedan
2535|Limpopo|7001|Female|62|735.11|2500.0|SUV
2536|Limpopo|4002|Male|40|1130.12|0.0|SUV
2537|WesternCape|7001|Male|34|1290.28|1441.34|SUV
2538|KwaZuluNatal|6001|Male|48|923.97|2500.0|SUV
2539|KwaZuluNatal|4002|Female|62|812.1|852.43|Hatchback
2540|KwaZuluNatal|7001|Female|19|1717.35|966.58|Sedan
2541|WesternCape|2003|Female|41|867.81|0.0|SUV
